Parent Node ID,Node ID,Node Title,Node Resources,Hierarachy Node Resources,Grades,Keyword,Node Lineage
21451,21466,Properties,6,25," 9,10,11,12 ",dot product|CK-12|Sophia|mathematical|Science 360: Math with a Twist|properties|dot product properties|SOPHIA Learning|Braingenie: Justify The Validity Of A Math Statement Using Properties|knot theory|invariance|logic and proof|Creative Commons|products|CC BY-NC-SA 3.0|dot|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|Braingenie|dot product|CK-12|Sophia|mathematical|Science 360: Math with a Twist|properties|dot product properties|SOPHIA Learning|Braingenie: Justify The Validity Of A Math Statement Using Properties|knot theory|invariance|logic and proof|Creative Commons|products|CC BY-NC-SA 3.0|dot|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|Braingenie,TOP > Mathematics > Geometry > Logic and Proof > Properties > 
21466,21491,Inverse Property,2,2," 9,10,11,12 ",Math Forum|example proof for inverse|inverse|contrapositive|Laws of Logic|converse|example proof for converse|Sophia|example proof for contrapositive|SOPHIA Learning|If-Then Statement|Math Forum|example proof for inverse|inverse|contrapositive|Laws of Logic|converse|example proof for converse|Sophia|example proof for contrapositive|SOPHIA Learning|If-Then Statement,TOP > Mathematics > Geometry > Logic and Proof > Properties > Inverse Property > 
8285,8297,Properties of Equality,2,17," 7,8 ",distributive property|addition property|simplify|equation|associative properties|density properties|transitive property|addition property of equality|distributive properties|subtraction property of equality|substitution property|algebra|properties|reflexive property|simplify algebraic expression|Skill In Algebra: Some Rules of Algebra|Multiplication Property|Single Variable Division Equations|algebraic|real number properties|CK12|CK-12 Foundation|multiplication property of equality|CK 12|CK-12|real numbers|division property of equality|multiplication property|associative property|algebraic expressions|identity properties|solve exponential equations|expressions|zero-product property|Purplemath|properties of real numbers|inverses|simplifying|expressions and equations|CC BY-NC-SA 3.0|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|Braingenie|Alabama Learning Exchange|Braingenie: Exponent Property Of Equality: Overview|rules of algebra|ALEX|properties of operations|Sophia|algebraic properties|algebraic properties of equality|properties of equality|additive inverse|multiplicative inverse|multiplicative identity|equality|commutative property|rule of symmetry|Math.com: The Basics of Algebra: Properties of Real Numbers|additive identity|commutative properties|7.EE.1|SOPHIA Learning|commutative rule|multiplicative property|Creative Commons|additive property|number properties|Hotmath|Math Planet: Algebra 1: Properties of Equalities|symmetric property|equality properties|apply Identity Property|principles of equality|apply Equality Properties|Identity Property|solving algebraic equations|Equality Properties|solving equations|equivalent equations|distributive property|addition property|simplify|equation|associative properties|density properties|transitive property|addition property of equality|distributive properties|subtraction property of equality|substitution property|algebra|properties|reflexive property|simplify algebraic expression|Skill In Algebra: Some Rules of Algebra|Multiplication Property|Single Variable Division Equations|algebraic|real number properties|CK12|CK-12 Foundation|multiplication property of equality|CK 12|CK-12|real numbers|division property of equality|multiplication property|associative property|algebraic expressions|identity properties|solve exponential equations|expressions|zero-product property|Purplemath|properties of real numbers|inverses|simplifying|expressions and equations|CC BY-NC-SA 3.0|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|Braingenie|Alabama Learning Exchange|Braingenie: Exponent Property Of Equality: Overview|rules of algebra|ALEX|properties of operations|Sophia|algebraic properties|algebraic properties of equality|properties of equality|additive inverse|multiplicative inverse|multiplicative identity|equality|commutative property|rule of symmetry|Math.com: The Basics of Algebra: Properties of Real Numbers|additive identity|commutative properties|7.EE.1|SOPHIA Learning|commutative rule|multiplicative property|Creative Commons|additive property|number properties|Hotmath|Math Planet: Algebra 1: Properties of Equalities|symmetric property|equality properties|apply Identity Property|principles of equality|apply Equality Properties|Identity Property|solving algebraic equations|Equality Properties|solving equations|equivalent equations,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > 
21487,63184,Equivalence Properties,6,14," 9,10,11,12 ",distributive property|double negation|DeMorgan's law|how to factor polynomials|simplifying statements|logical equivalence|factoring polynomials|substitution|transitive|transitive property|expanded form|Zero Product Principle|transitive property of equality|Equivalence Properties of Equality|properties of equality|reflexive|additive inverse|multiplicative inverse|substitution property|multiplicative identity|commutative property|reflexive property|additive identity|reflexive property of equality|tautologies|multiplicative property|symmetric|additive property|number properties|CK12|CK-12 Foundation|CK 12|CK-12|equivalence relations|associative property|symmetric property|contradictions|zero-product property|Purplemath|truth table|Properties of Equality and Congruence|distributive property|double negation|DeMorgan's law|how to factor polynomials|simplifying statements|logical equivalence|factoring polynomials|substitution|transitive|transitive property|expanded form|Zero Product Principle|transitive property of equality|Equivalence Properties of Equality|properties of equality|reflexive|additive inverse|multiplicative inverse|substitution property|multiplicative identity|commutative property|reflexive property|additive identity|reflexive property of equality|tautologies|multiplicative property|symmetric|additive property|number properties|CK12|CK-12 Foundation|CK 12|CK-12|equivalence relations|associative property|symmetric property|contradictions|zero-product property|Purplemath|truth table|Properties of Equality and Congruence,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Equivalence Properties > 
8297,8313,Reflexive Property,6,6,   , ,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Equivalence Properties > Reflexive Property > 
8297,8314,Symmetric Property,1,1," 6,7,8,9,10,11,12 ",Sophia|Congruence|Symmetric Property of Equality|Sophia|Congruence|Symmetric Property of Equality,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Equivalence Properties > Symmetric Property > 
8297,8315,Transitive Property,1,1," 2,3,4,5,6,7 ",algebra|CK-12|substitution|algebraic properties|Creative Commons|transitive property|CC BY-NC-SA 3.0|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|Braingenie|algebra|CK-12|substitution|algebraic properties|Creative Commons|transitive property|CC BY-NC-SA 3.0|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|Braingenie,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Equivalence Properties > Transitive Property > 
21487,63185,Operations Properties of Equality,1,1," 6,7,8,9,10,11,12 ",properties of equality|multiplication property of equality|division property of equality|equations|Sophia|substitution|SOPHIA Learning|Sophia mathematics|variables|addition property of equality|subtraction property of equality|properties of equality|multiplication property of equality|division property of equality|equations|Sophia|substitution|SOPHIA Learning|Sophia mathematics|variables|addition property of equality|subtraction property of equality,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Operations Properties of Equality > 
8297,8317,Addition Property,  -    ,  -    ," 6,7,8,9,10,11,12 ",addition|addition property|addition property equality|addition principle|Sophia|properties of operations|addition property of equality|properties of equality|Virtual Math Lab|equivalent equations|SOPHIA Learning|Sophia mathematics|Addition Property of Equality|Virtual Nerd: What's the Addition Property of Inequality?|property of equality|Virtual Nerd: What's the Addition Property of Equality?,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Operations Properties of Equality > Addition Property > 
8297,8320,Division Property,  -    ,  -    ," 9,10,11,12 ",Inverse Operation|AAA Math: Division Equations|CK12|CK-12 Foundation|CK 12|CK-12|division property of equality|Sophia|Division Property|divide|Algebra|solving equations|Virtual Nerd: What's the Division Property of Equality?|division|SOPHIA Learning|dividing|function|Single Variable Multiplication Equations|Inverse Operation|AAA Math: Division Equations|CK12|CK-12 Foundation|CK 12|CK-12|division property of equality|Sophia|Division Property|divide|Algebra|solving equations|Virtual Nerd: What's the Division Property of Equality?|division|SOPHIA Learning|dividing|function|Single Variable Multiplication Equations,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Operations Properties of Equality > Division Property > 
8297,8319,Multiplication Property,  -    ,  -    ," 7,8 ",linear equations|linear equation videos|Math Games|Sophia|equation|linear equations with fractions|properties of equality|equality|factor|SOPHIA Learning|math skills|Creative Commons|Choose Properties of Multiplication|multiplication principle|Multiplication Property|Multiplication Property of Equality|Single Variable Division Equations|CK12|CK-12 Foundation|Math Games: Choose Properties of Multiplication|multiply|multiplication property of equality|CK 12|Virtual Nerd: How Do You Solve a Two-Step Equation by Multiplying by -1 First?|CK-12|Virtual Nerd: What's the Multiplication Property of Equality?|division property of equality|multiplication property|Virtual Nerd: How Do You Solve a Two-Step Equation by Multiplying by -1?|Virtual Math Lab|equivalent equations|Braingenie: Identifying The Property Given A Math Statement|multiple operations|multiple step equation|variables and expressions|property of equality|CC BY-NC-SA 3.0|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|AAA Math: Multiplication Sentences 1|Braingenie,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Operations Properties of Equality > Multiplication Property > 
8297,8316,Substitution Property,  -    ,  -    ," 6,7,8,9,10,11,12 ",properties of equality|variable and expressions|substitution property|algebra|substitution property of equality|substitution|Sophia|substitute property|SOPHIA Learning|Sophia mathematics|Substitution Property of Equality|University of Vienna: Substituting Terms in Terms|properties of equality|variable and expressions|substitution property|algebra|substitution property of equality|substitution|Sophia|substitute property|SOPHIA Learning|Sophia mathematics|Substitution Property of Equality|University of Vienna: Substituting Terms in Terms,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Operations Properties of Equality > Substitution Property > 
8297,8318,Subtraction Property,  -    ,  -    ," 6,7,8 ",Inverse Operation|CK12|CK-12 Foundation|CK 12|CK-12|subtraction property|subtraction property of equality|inverse|Subtraction Property of Equality|Single Variable Subtraction Equations|Virtual Nerd: What's the Subtraction Property of Equality?|Virtual Nerd: What's the Subtraction Property of Inequality?|HRW|example of the subtraction property|Single Variable Addition Equations,TOP > Mathematics > Geometry > Logic and Proof > Properties > Properties of Equality > Operations Properties of Equality > Subtraction Property > 
21451,21464,Types of Proof,12,94," 9,10,11,12 ","reasons|types of proofs|types of proof|inescapable contradiction|solving equations in geometry|rationality|flowchart proof|proofs|irrational number|Paragraph Proof|roots|fundamental theorem of arithmetic|proof by contradiction|Flow Chart Proof|irrational numbers|square root|proof|geometric proof|paragraph proof|Khan Academy: Worked Examples: Geometry: Ca Geometry: Proof By Contradiction|flow chart proof|proofs, Q.A.|irrational square root of two|elegant proof|math proofs|radicals|geometric proofs|square root of two|Khan Academy|ThinkCentral|contradiction|Sophia mathematics|Math Forum|Sophia|square roots|CA Geometry: Proof by Contradiction|contrary statement|Worked examples: geometry|two column proof|type proof|two column proofs|ancient greek proof|generalize from proof|SOPHIA Learning|root|radical|Regents Prep|styles of proofs|Oswego City School District|euclidean proofs|two-column proof|two-column proofs|geometry|questions and answers on proofs|statements|HRW|proving math theorems|flow proof",TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > 
21464,21475,Coordinate Proof,3,27," 9,10,11,12 ",coordinate geometry|coordinate geometry proof|midpoint formula|slope formula|Regents Prep|Oswego City School District|distance formula|ThinkCentral|HRW|analytic geometry|using coordinate proofs|position figures in coordinate proof|proving geometric concepts,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Coordinate Proof > 
21196,21460,Coordinate Geometry,24,24," 9,10,11,12 ",one dimension analytic geometry|degrees|ray|Rectangles|measure|Angle|WGBH|Texas Gateway: Coordinate Geometry: Parallel and Perpendicular Lines|distance|pick's theorem|General Quadratic Equations|three dimension analytic geometry|slope|Teachers' Domain|mipoint formula|coordinate geometry|lines|distance betwen points|dot paper|rectangles|geometry practice test|interior angle|midpoint formula|coordinate grid|Texas Gateway: Introduction to Coordinate Geometry|slope formula|trapezoids|Texas Gateway|hands-on activities in the classroom|midpoint|Coordinate Geometry|geographic coordinates|parallelograms|distance formula|circle|line segment|Texas Instruments|coordinate plane|Math Forum|rhombus|point|Alabama Learning Exchange|reflections|ALEX|5.OA.3|Sophia|translation|TI|line|right triangles|exterior angle|SOPHIA Learning|SAS|web lesson|Points|ordered pairs|squares|graphing points|Parallelograms|geoboard activities|acute|intersecting lines|plane|parallel lines|geoboards|Regents Prep|Oswego City School District|obtuse|skew lines|endpoint|symmetry|SAS Curriculum Pathways|geometry|linear equation|Curriculum Pathways|two dimension analytic geometry|analytic geometry|vertex|Reflecting a Triangle in the Coordinate Plane|Isosceles Trapezoids,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Coordinate Proof > Coordinate Geometry > 
21464,63183,Direct Proof,1,1," 7,8,9,10,11,12 ",definitions|Paragraph Proof|theorems|Transformational Proof|Flow Proof|MathBits Notebook: Types of Proofs - Direct|postulates|Two - Column Proof|definitions|Paragraph Proof|theorems|Transformational Proof|Flow Proof|MathBits Notebook: Types of Proofs - Direct|postulates|Two - Column Proof,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Direct Proof > 
21464,21476,Flow Proof,4,4," 9,10,11,12 ",types of proofs|paragraph proof|types of proof|Sophia|styles of proof|Regents Prep|flowchart proof|Oswego City School District|using deductive reasoning|two-column proof|two column proof|write flowchart proofs|ThinkCentral|prove geometric theorems|geometry|HRW|SOPHIA Learning|Sophia mathematics|flow proof|logic and proof|proof|types of proofs|paragraph proof|types of proof|Sophia|styles of proof|Regents Prep|flowchart proof|Oswego City School District|using deductive reasoning|two-column proof|two column proof|write flowchart proofs|ThinkCentral|prove geometric theorems|geometry|HRW|SOPHIA Learning|Sophia mathematics|flow proof|logic and proof|proof,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Flow Proof > 
21464,21472,Formal Proof,2,2," 7,8,9,10,11,12 ",Khan Academy|triangle theorems|California Geometry released state test questions|triangle congruency postulates|formal proof|SSS postulate|side-side-side postulate|proving triangle congruence|proof by contradiction|congruent triangles|Khan Academy: Triangles: Fill-In-The-Blank Triangle Proofs Example 1|Khan Academy Math|Khan Academy|triangle theorems|California Geometry released state test questions|triangle congruency postulates|formal proof|SSS postulate|side-side-side postulate|proving triangle congruence|proof by contradiction|congruent triangles|Khan Academy: Triangles: Fill-In-The-Blank Triangle Proofs Example 1|Khan Academy Math,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Formal Proof > 
21464,21469,Geometric Model,2,2," 9,10,11,12 ",types of proof|importance of models in proofs|Cut the Knot!|using diagrams in proofs|geometric model|Hooda Math|deceptive models|history of proofs|Cut-The-Knot: Proof Without Words|Proof Without Words|model shapes|geometric models in proofs|example of a model that is deceptive|types of proof|importance of models in proofs|Cut the Knot!|using diagrams in proofs|geometric model|Hooda Math|deceptive models|history of proofs|Cut-The-Knot: Proof Without Words|Proof Without Words|model shapes|geometric models in proofs|example of a model that is deceptive,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Geometric Model > 
21464,21473,Indirect Proof,4,4," 9,10,11,12 ",indirect proof|reductio ad absurdum|Proof by Contradiction|MathBitsNotebook: Types of Proofs - Indirect|indirect euclidean proofs|Regents Prep|Oswego City School District|indirect proofs|steps to do an indirect proof|what is an indirect proof?|proof by contradiction|why indirect proofs work|proof by contradicting the negation of the conclusion|Contradiction|how to do an indirect proof,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Indirect Proof > 
21464,21471,Informal Proof,16,16," 9,10,11,12 ",centroid|circumcenter|Khan Academy: Triangles: Proof: Triangle Altitudes Are Concurrent (Orthocenter)|altitude of a triangle|area of a rhombus|equilateral triangle|Euler line|special right triangle|properties of a rhombus|Khan Academy: Geometry: Euler's Line Proof|triangle theorem|CK12|CK-12 Foundation|CK 12|CK-12|orthocenter|Khan Academy|parallelogram theorem|Khan Academy: Geometry: Proof: Opposite Angles of Parallelogram Congruent|Khan Academy: Geometry: Proof: Diagonals of Parallelogram Bisect Each Other|properties of parallelogram|points of concurrency|30-60-90 triangle|rhombus|proof of area formula of rhombus|proof of 30-60-90 triangle side ratios|right triangles|area formula for rhombus|diagonals of rhombus|Inscribed Similar Triangles Theorem|quadrilaterals|proof of rhombus properties|Inscribed Similar Triangles|perpendicular bisector|median of triangle|circumcenter of triangle|inscribed right triangle|right triangle inscribed in circle|circumcenter of a right triangle|Khan Academy math|properties of triangles|centroid of triangle|informal proof|medial triangle|circumradius|proof of perpendicular bisector properties|circumcircle|triangle congruency postulates|altitude,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Informal Proof > 
21464,21474,Paragraph Proof,2,2," 9,10,11,12 ",paragraph proof example|stating a proof|geometric proof|paragraph proof|conventional proof|example of a paragraph proof|proof by exhaustion|cuboid|proofs in geometry|paragraph proof example|stating a proof|geometric proof|paragraph proof|conventional proof|example of a paragraph proof|proof by exhaustion|cuboid|proofs in geometry,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Paragraph Proof > 
21464,21477,Proof by Paper Folding,4,4," 6,7,8,9,10,11,12 ",paper folding|geometric construction|proof by paper folding|math lesson|paper|Math Forum: Paper Folding Activity|Khan Academy Math|Khan Academy|Origami|Pythagorean Theorem proof|TED Ed lesson|Pythagorean theorem|Pythagorean Theorem|TED|paper folding|geometric construction|proof by paper folding|math lesson|paper|Math Forum: Paper Folding Activity|Khan Academy Math|Khan Academy|Origami|Pythagorean Theorem proof|TED Ed lesson|Pythagorean theorem|Pythagorean Theorem|TED,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Proof by Paper Folding > 
21464,21470,Two-Column Proof,20,20," 9,10,11,12 ",triangle congruence postulates|types of proofs|types of proof|interactive tool|Angle Supplements Theorem|Side-Angle-Side (SAS) postulate|proving lines perpendicular|Angle-Side-Angle (ASA) postulate|corresponding angles|proofs in geometry|proofs|using deductive reasoning|order of a proof|angle-side-angle postulate|equilateral triangle|Two-Column Proofs|why we do proofs|LearnZillion: Use Congruence Criteria by Writing Proofs|corresponding sides|congruent angles|Curriculum Pathways�: Parallel Lines: Special Angles|logic and proof|Right Angle Theorem|Vertical Angles Theorem|counter example|geometric proof|CK12|CK-12 Foundation|CK 12|CK-12|writing two-column proofs|ASA postulate|triangle sum theorem|how to prove two column proofs|exterior angle theorem|Khan Academy|order of steps of a proof|ThinkCentral|using proofs|corresponding angle postulate|counterexample|Sophia mathematics|logic proof|explanation of proofs|value of proofs|Math Forum|steps of a proof|CK-12 Foundation: Geometry: Two-Column Proofs - Intermediate|geometry proof|explanation of two column proofs|SSS postulate|side-side-side postulate|Sophia|geometry proofs|reason|two column proof|application of triangle congruency|California Geometry released state test questions|parallel lines cut by transversal|two column proof exercise|diagonals of isosceles trapezoids|special angle pairs|SOPHIA Learning|interior angle theorem|proving geometric relationships|relevance of two-column proofs|calculating angles|transversal|how to do proofs|steps to prove geometric figures|parallel lines|reason for doing proofs|Corresponding Parts of Congruent Triangles postulate (CPCTC)|perpendicular lines|isosceles triangle|Khan Academy Math|two-column proof|mathematicians and two-column proofs|proving a theorem|two-column proofs|SAS Curriculum Pathways|theorems about lines and angles|angle-angle-side postulate|theorems|prove geometric theorems|triangle properties|geometry|Formal understanding of congruency|AAS postulate|Two column proof showing segments are perpendicular|HRW|orders of steps in a proof|Curriculum Pathways�: Triangles: Interior and Exterior Angles|flow proof|statement|use of two-column proofs in today's world,TOP > Mathematics > Geometry > Logic and Proof > Types of Proof > Two-Column Proof > 
21451,21465,Types of Reasoning,35,82," 3,4,5,6,7,8 ",reason quantitatively|example of inductive reasoning|reasoning skills|conjecture|Texas Gateway: Using Logical Reasoning to Prove Statements are True|algebra|types of reasoning|direct reasoning|find the sequence|logic and proof|biconditional|CK12|CK 12|CK-12|scientific method|Texas Gateway|difference between deductive and inductive|geometric relationship|Khan Academy|ThinkCentral|conditional|theory|number and quantity|Law of Detachment|CC BY-NC-SA 3.0|inductive reasoning|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|Braingenie|Math Forum|contrapositive|tautological equivalences|disjunctive syllogism|Hooda Math|solving equations and reasoning|reasoning with equations and inequalities|Law of Syllogism|Scientific Induction|Braingenie: Incomplete Definitions|tautological implications|deductive reason|Creative Commons|sequencing skills|deductive reasoning|converse|indirect reasoning|abductive reasoning|Khan Academy Math|Virtual Math Lab|WTAMU Virtual Math Lab: Beginning Algebra: Reasoning Skills|HRW-Homework Help-Geometry: Geometric Reasoning|Scientific Problem Solving|geometry|HRW|example of deductive reasoning,TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > 
21465,21485,Biconditional Statement,3,3," 7,8,9,10,11,12 ",geometric proof|biconditional proof|paragraph proof|conditional statement and converse|biconditional statements|writing biconditional statements|proofs in geometry|conditional statements|writing conditional statements|proving a biconditional|ThinkCentral|Virtual Nerd: What is a Biconditional Statement?|if and only if|HRW|analyzing biconditional statements|iff,TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Biconditional Statement > 
21465,21481,Conditional Statements,13,13," 9,10,11,12 ","write conditional statements|types of reasoning|Oswego City School District: Working with Related Conditionals|if then statement|Conditional Statements|logic and proof|logic|Virtual Nerd: Geometry: If-Then Statement|proof|biconditional|CK12|CK-12 Foundation|CK 12|CK-12|if then statements|biconditional statement|if-then|Texas Gateway: Introduction to Logical Reasoning|question and answer on conditional statements|Texas Gateway|inverse|if-then statements|ThinkCentral|conditional|Sophia mathematics|hypothesis|logic reasoning|CC BY-NC-SA 3.0|Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported|question and answer on if then|Braingenie|Math Forum|Texas Education Agency: Writing the Converse, Inverse, and Contrapositive|conditional statement|validity|if then|contrapositive|Sophia|question and response on conditional statements|truth value of conditional statements|conditional statements|conditionals resources|conditionals problems|logic and proofs|conditionals lesson plans|conditionals|SOPHIA Learning|related conditionals|Creative Commons|question and response on if then|questions and answers on conditional statements|identify truth value of conditional statements|converse|Regents Prep|Oswego City School District|questions and answers on if then|analyze truth value of conditional statements|Braingenie: Conditional Definitions|conditional definitions|reasoning|geometry|Texas Gateway: Determining the Validity of Conditional Statements|HRW",TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Conditional Statements > 
21465,21479,Contrapositive,2,2," 9,10,11,12 ","inverse|Texas Education Agency: Writing the Converse, Inverse, and Contrapositive|conditional statement|if then|contrapositive|Laws of Logic|Sophia|converse|SOPHIA Learning|Texas Gateway|If-Then Statement|inverse|Texas Education Agency: Writing the Converse, Inverse, and Contrapositive|conditional statement|if then|contrapositive|Laws of Logic|Sophia|converse|SOPHIA Learning|Texas Gateway|If-Then Statement",TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Contrapositive > 
21465,21480,Counter Example,6,6," 9,10,11,12 ",similar triangles|contrapositive|Counter Examples|conjecture|California Geometry released state test questions|parallel lines cut by transversal|diagonals of isosceles trapezoids|special angle pairs|counter example in proofs|congruent angles|proof by contradiction|logic|counter example|proof|CK12|CK-12 Foundation|CK 12|CK-12|Infinite Geometric Series|converse|Mathematical Induction|proving triangles similar|Convergent Series|properties of quadrilateral diagonals|Divergent Series|Khan Academy Math|two-column proof|Khan Academy|inverse|ThinkCentral|reasoning|geometry|HRW|counterexample,TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Counter Example > 
21465,21484,Deductive Reasoning,12,12," 6,7,8,9,10,11,12 ",distributive property|Buzzle.com: ScienceStruck: Difference Between Deductive vs. Inductive Reasoning|algebraic proof|Algebra 1 (Semester 2)|deductive|California Geometry released state test questions|parallel lines cut by transversal|deduction|Extensions and Applications|special angle pairs|induction|congruent angles|deductive reason|OFCN Lesson Plan: Deductive Reasoning|problem solving|deductive argument|Deductive Reasoning|logic|Monterey Institute for Technology and Education|proof|Buzzle.com: ScienceStruck: Examples of Deductive Reasoning|CK12|CK-12 Foundation|CK 12|CK-12|law of detachment|deductive reasoning activities and procedures|deductive reasoning|transversal|logical reasoning|inductive|inductive argument|Khan Academy Math|logical thinking|Khan Academy|reasoning|geometry|HRW|law of syllogism|law of contrapositive|inductive reasoning|conclusion,TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Deductive Reasoning > 
15076,15118,Hypothesis,  -    ,  -    ," 5,6,7,8 ",Mangahigh|hypothesis testing|statistics testing|statistics hypothesis|test a hypothesis|small-sample hypothesis Test|statistics standard error|questionnaires|data|standard error|sampling|Prodigi|statistics|statistics sample|survey|z-formula|dealing with data|hypothesis,TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Hypothesis > 
21465,21486,Indirect Reasoning,1,1," 3,4,5,6,7 ",logic game|Kids Club|reasoning|NASA|order|inductive|Indirect Reasoning|logic game|Kids Club|reasoning|NASA|order|inductive|Indirect Reasoning,TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Indirect Reasoning > 
21465,21483,Inductive Reasoning,10,10," 9,10,11,12 ",Buzzle.com: ScienceStruck: Difference Between Deductive vs. Inductive Reasoning|four color theorem|Virtual Nerd: What is Inductive Reasoning?|Algebra 1 (Semester 2)|mathematical induction|sum of positive integers to n|Inductive Reasoning|proofs in geometry|conjecture|examples of induction|algebra|making conjectures|making conjectures using inductive reasoning|Extensions and Applications|how to do induction|induction|SAS|web lesson|deductive proof|Deductive Reasoning|Monterey Institute for Technology and Education|proof|geometric proof|justification|paragraph proof|induction examples|true for two consecutive natural number then true for all|proof by induction|half-plane|make conjectures using inductive reasoning|Khan Academy Math|Question Corner: Deductive and Inductive Reasoning|inductive reason|Khan Academy|inductive proof|example proofs using induction|using inductive reasoning|ThinkCentral|SAS Curriculum Pathways|geometry|Purplemath|how to prove by induction|Curriculum Pathways|identify patterns|HRW|inductive reasoning|Buzzle.com: ScienceStruck: Difference Between Deductive vs. Inductive Reasoning|four color theorem|Virtual Nerd: What is Inductive Reasoning?|Algebra 1 (Semester 2)|mathematical induction|sum of positive integers to n|Inductive Reasoning|proofs in geometry|conjecture|examples of induction|algebra|making conjectures|making conjectures using inductive reasoning|Extensions and Applications|how to do induction|induction|SAS|web lesson|deductive proof|Deductive Reasoning|Monterey Institute for Technology and Education|proof|geometric proof|justification|paragraph proof|induction examples|true for two consecutive natural number then true for all|proof by induction|half-plane|make conjectures using inductive reasoning|Khan Academy Math|Question Corner: Deductive and Inductive Reasoning|inductive reason|Khan Academy|inductive proof|example proofs using induction|using inductive reasoning|ThinkCentral|SAS Curriculum Pathways|geometry|Purplemath|how to prove by induction|Curriculum Pathways|identify patterns|HRW|inductive reasoning,TOP > Mathematics > Geometry > Logic and Proof > Types of Reasoning > Inductive Reasoning > 
21451,21467,Types of Statements,1,28," 9,10,11,12 ",negating statements|logical operators|disjunction|statements|conjunction|proposition,TOP > Mathematics > Geometry > Logic and Proof > Types of Statements > 
21467,21495,Conclusion,  -    ,  -    ,   , ,TOP > Mathematics > Geometry > Logic and Proof > Types of Statements > Conclusion > 
21467,21494,Conjecture,8,8," 9,10,11,12 ",paradox|argumentation and critique|Common Core math|counterexamples|TI|conjectures|argumentation|Annenberg Learner|conjecture|lemma|proposition|Mathplanet: Geometry: Conjecture|math explanation|definition of conjecture|Using a Table to Make Conjectures|Annenberg Media|logic and proof|critque|logic|proof|Teaching Channel|Annenberg Foundation|CK-12|types of statements|PLIX Series|tables|geometry|CK-12: Conjectures and Counterexamples|statements|hypothesis|non verifiable|Texas Instruments|math conjecture|theorem|inductive reasoning|paradox|argumentation and critique|Common Core math|counterexamples|TI|conjectures|argumentation|Annenberg Learner|conjecture|lemma|proposition|Mathplanet: Geometry: Conjecture|math explanation|definition of conjecture|Using a Table to Make Conjectures|Annenberg Media|logic and proof|critque|logic|proof|Teaching Channel|Annenberg Foundation|CK-12|types of statements|PLIX Series|tables|geometry|CK-12: Conjectures and Counterexamples|statements|hypothesis|non verifiable|Texas Instruments|math conjecture|theorem|inductive reasoning,TOP > Mathematics > Geometry > Logic and Proof > Types of Statements > Conjecture > 
