Identifier,Relevance,FullStatement,URI
0294b48a-bc4c-11e8-a879-0242ac120003,108,(MISCONCEPTION) Students fail to understand the invert-and-multiply procedure for solving fraction division problems,http://frameworks.act.org/uri/0294b48a-bc4c-11e8-a879-0242ac120003
01a2b5f4-bc4c-11e8-ac57-0242ac120003,108,"Apply definitions of special angle types in order to classify angles as right, acute, obtuse, straight, and reflex",http://frameworks.act.org/uri/01a2b5f4-bc4c-11e8-ac57-0242ac120003
02937660-bc4c-11e8-9ccf-0242ac120003,108,(MISCONCEPTION) Students fail to understand the invert-and-multiply procedure for solving fraction division problems,http://frameworks.act.org/uri/02937660-bc4c-11e8-9ccf-0242ac120003
01db5bde-bc4c-11e8-a75d-0242ac120003,107,"Read, write, and recompose decimals written in standard notation, number names, expanded form, and exponential form",http://frameworks.act.org/uri/01db5bde-bc4c-11e8-a75d-0242ac120003
01409266-bc4c-11e8-ac3e-0242ac120003,107,"Identify aspects of angle measures that change and stay the same when rotating, reflecting, or sliding a geometric figure",http://frameworks.act.org/uri/01409266-bc4c-11e8-ac3e-0242ac120003
01bf60dc-bc4c-11e8-839b-0242ac120003,107,"The order of the number words, application of counting principles, and skills to compare the quantities in sets",http://frameworks.act.org/uri/01bf60dc-bc4c-11e8-839b-0242ac120003
012740ae-bc4c-11e8-9623-0242ac120003,107,"Understand that fewer larger units are needed to measure the mass of an object, and more smaller units are needed",http://frameworks.act.org/uri/012740ae-bc4c-11e8-9623-0242ac120003
01b4e4ae-bc4c-11e8-a8f7-0242ac120003,107,Calculate the measurement of the missing side of a triangle by applying the Law of Sines and the Law of Cosines,http://frameworks.act.org/uri/01b4e4ae-bc4c-11e8-a8f7-0242ac120003
01bbc788-bc4c-11e8-a373-0242ac120003,107,Understand that a measure in a larger unit should be smaller numerically than the same measured in a smaller unit,http://frameworks.act.org/uri/01bbc788-bc4c-11e8-a373-0242ac120003
01f862f6-bc4c-11e8-a686-0242ac120003,107,Understanding that the real number system is not closed and how complex numbers are used to represent nonreal numbers,http://frameworks.act.org/uri/01f862f6-bc4c-11e8-a686-0242ac120003
02d1078c-bc4c-11e8-9070-0242ac120003,107,"Use periodicity of trigonometric functions to model a scenario with specified amplitude, frequency, and midline",http://frameworks.act.org/uri/02d1078c-bc4c-11e8-9070-0242ac120003
01b2898e-bc4c-11e8-903f-0242ac120003,107,Solve real-world and mathematical problems using the relationship between the sine and cosine of complementary angles,http://frameworks.act.org/uri/01b2898e-bc4c-11e8-903f-0242ac120003
01e964cc-bc4c-11e8-a466-0242ac120003,107,Generate equivalent fractions by multiplying the numerator and denominator of a given fraction by the same number,http://frameworks.act.org/uri/01e964cc-bc4c-11e8-a466-0242ac120003
02414eee-bc4c-11e8-b54a-0242ac120003,107,"Represent comparison problems with physical and visual models, and verbal and written expressions/equations",http://frameworks.act.org/uri/02414eee-bc4c-11e8-b54a-0242ac120003
021db7a4-bc4c-11e8-a1bf-0242ac120003,107,"Understand that in a whole number, the value of a digit in a given place is 1/10 its value in the place to its left",http://frameworks.act.org/uri/021db7a4-bc4c-11e8-a1bf-0242ac120003
02447a56-bc4c-11e8-b46c-0242ac120003,107,Understand that the inverse relationship between addition and subtraction is such that a - b = c if and only if b + c = a,http://frameworks.act.org/uri/02447a56-bc4c-11e8-b46c-0242ac120003
01383a30-bc4c-11e8-8fa7-0242ac120003,107,Calculate the surface area of a cylinder represented by a net by reasoning about the area of its base and faces,http://frameworks.act.org/uri/01383a30-bc4c-11e8-8fa7-0242ac120003
01276214-bc4c-11e8-ba90-0242ac120003,107,Understand that two measures of the same object with identical units will result in the same mass measurement,http://frameworks.act.org/uri/01276214-bc4c-11e8-ba90-0242ac120003
01fc0e6a-bc4c-11e8-8684-0242ac120003,107,Understand that scientific notation is a way of writing large or small numbers to a specified degree of precision,http://frameworks.act.org/uri/01fc0e6a-bc4c-11e8-8684-0242ac120003
0200a178-bc4c-11e8-b62b-0242ac120003,107,"Relate negative integers to everyday experiences and explore what negative, positive, and zero mean in their examples",http://frameworks.act.org/uri/0200a178-bc4c-11e8-b62b-0242ac120003
02d0399c-bc4c-11e8-a222-0242ac120003,106,"Find key features of a trigonometric function such as domain, range, amplitude, period, frequency, and midline",http://frameworks.act.org/uri/02d0399c-bc4c-11e8-a222-0242ac120003
017f952e-bc4c-11e8-8faf-0242ac120003,106,"Using the coordinate plane to visualize shapes, determine missing values and properties, and study transformations",http://frameworks.act.org/uri/017f952e-bc4c-11e8-8faf-0242ac120003
021ada84-bc4c-11e8-a2b0-0242ac120003,106,"Write and interpret three-digit numerals as a mark composed of a hundreds quantity, a decades quantity, and ones",http://frameworks.act.org/uri/021ada84-bc4c-11e8-a2b0-0242ac120003
0283341c-bc4c-11e8-8dcc-0242ac120003,106,Understand that x- and y-intercepts are the points where the graph of a linear equations crosses the y- and x-axes,http://frameworks.act.org/uri/0283341c-bc4c-11e8-8dcc-0242ac120003
02a2eed8-bc4c-11e8-bae8-0242ac120003,106,"Processing the text of, representing, and solving multistep word problems involving the 4 operations with decimals",http://frameworks.act.org/uri/02a2eed8-bc4c-11e8-bae8-0242ac120003
01215b12-bc4c-11e8-b397-0242ac120003,106,Understand that a third solid figure can be used to indirectly compare the filling volume of two other solid figures,http://frameworks.act.org/uri/01215b12-bc4c-11e8-b397-0242ac120003
025dce5c-bc4c-11e8-9629-0242ac120003,106,Represent exponential relationships between quantities in two or more variables using equations and inequalities,http://frameworks.act.org/uri/025dce5c-bc4c-11e8-9629-0242ac120003
02dbf50c-bc4c-11e8-a003-0242ac120003,106,"Determine patterns of association in data, and variations of them, in a two-way table using relative frequencies",http://frameworks.act.org/uri/02dbf50c-bc4c-11e8-a003-0242ac120003
0187d2a2-bc4c-11e8-b578-0242ac120003,106,"Understand that in order to provide evidence for length comparison, the endpoints of two objects must be aligned",http://frameworks.act.org/uri/0187d2a2-bc4c-11e8-b578-0242ac120003
0159431a-bc4c-11e8-9e06-0242ac120003,106,"Understand that in order to provide evidence for area comparison, the plane figures must be aligned along one side",http://frameworks.act.org/uri/0159431a-bc4c-11e8-9e06-0242ac120003
012a439e-bc4c-11e8-9fc7-0242ac120003,106,"Solve one-step problems about mass using the four operations with whole units, parts of units, and mixed units",http://frameworks.act.org/uri/012a439e-bc4c-11e8-9fc7-0242ac120003
01eb08d6-bc4c-11e8-9d5a-0242ac120003,106,Identify the number of equal parts into which the interval on a number line between 0 and 1 is equipartitioned,http://frameworks.act.org/uri/01eb08d6-bc4c-11e8-9d5a-0242ac120003
02e34ad2-bc4c-11e8-96d9-0242ac120003,106,"Determine the effect of outliers on the range, interquartile range, and mean absolute deviation of a set of data",http://frameworks.act.org/uri/02e34ad2-bc4c-11e8-96d9-0242ac120003
01b76512-bc4c-11e8-a21c-0242ac120003,105,(MISCONCEPTION) Students pay attention to only one hand on an analogue clock or one part of a digital display,http://frameworks.act.org/uri/01b76512-bc4c-11e8-a21c-0242ac120003
0166526c-bc4c-11e8-b177-0242ac120003,105,Demonstrate that the formulas A = l*w and A = b*h are equivalent by constructing a rectangle from a parallelogram,http://frameworks.act.org/uri/0166526c-bc4c-11e8-b177-0242ac120003
0123587c-bc4c-11e8-8940-0242ac120003,105,Understand that fewer larger fluid units are needed to measure filling volume and more smaller fluid units are needed,http://frameworks.act.org/uri/0123587c-bc4c-11e8-8940-0242ac120003
01b8a490-bc4c-11e8-a2b8-0242ac120003,105,(MISCONCEPTION) Students pay attention to only one hand on an analogue clock or one part of a digital display,http://frameworks.act.org/uri/01b8a490-bc4c-11e8-a2b8-0242ac120003
012f1fc2-bc4c-11e8-b2e4-0242ac120003,105,Illustrate that fewer larger cubic units are needed to measure packing volume and more smaller cubic units are needed,http://frameworks.act.org/uri/012f1fc2-bc4c-11e8-b2e4-0242ac120003
014de79a-bc4c-11e8-a3e7-0242ac120003,105,Understand that hash marks are symbolic notation used to indicate that sides of a shape are of equal length,http://frameworks.act.org/uri/014de79a-bc4c-11e8-a3e7-0242ac120003
014ea662-bc4c-11e8-b35c-0242ac120003,105,Classify a quadrilateral according to the presence of parallel and/or perpendicular sides and type(s) of angle(s),http://frameworks.act.org/uri/014ea662-bc4c-11e8-b35c-0242ac120003
01848c14-bc4c-11e8-b9f0-0242ac120003,105,Understand that a diagonal distance is the distance between two points that do not share an x- or y- coordinate,http://frameworks.act.org/uri/01848c14-bc4c-11e8-b9f0-0242ac120003
015f269a-bc4c-11e8-ba5e-0242ac120003,105,Understand that two measures with the same number of units but different sized units results in different areas,http://frameworks.act.org/uri/015f269a-bc4c-11e8-ba5e-0242ac120003
019da01e-bc4c-11e8-b61b-0242ac120003,104,Understand that perpendicular lines (and line segments) are lines that intersect and form right angles to each other,http://frameworks.act.org/uri/019da01e-bc4c-11e8-b61b-0242ac120003
02ed130a-bc4c-11e8-90e4-0242ac120003,104,Understand that margin of error refers to the half the width of the confidence interval for that statistic,http://frameworks.act.org/uri/02ed130a-bc4c-11e8-90e4-0242ac120003
02da3780-bc4c-11e8-8161-0242ac120003,104,"Processes to calculate and interpret chance, distributions, descriptive statistics, and inferential statistics",http://frameworks.act.org/uri/02da3780-bc4c-11e8-8161-0242ac120003
02cf935c-bc4c-11e8-b960-0242ac120003,104,Understand that the radian measure of an angle is the determined by the length of its arc on the unit circle,http://frameworks.act.org/uri/02cf935c-bc4c-11e8-b960-0242ac120003
012e7f7c-bc4c-11e8-b62b-0242ac120003,104,"Measure a solid object's packing volume by laying 3-D units side-by-side and in layers, with no gaps or overlaps",http://frameworks.act.org/uri/012e7f7c-bc4c-11e8-b62b-0242ac120003
01fd979e-bc4c-11e8-be17-0242ac120003,104,"Compare repeating decimals, terminating decimals, and those which are neither to rational and irrational numbers",http://frameworks.act.org/uri/01fd979e-bc4c-11e8-be17-0242ac120003
021dd892-bc4c-11e8-ac05-0242ac120003,103,Understand the effects of multiplying or dividing a number by 10 and use exponents to denote powers of 10,http://frameworks.act.org/uri/021dd892-bc4c-11e8-ac05-0242ac120003
02fb00dc-bc4c-11e8-b955-0242ac120003,103,Understand that the probability of a compound event is a fraction of the occurring events out of the sample space,http://frameworks.act.org/uri/02fb00dc-bc4c-11e8-b955-0242ac120003
0199e578-bc4c-11e8-b124-0242ac120003,103,"Identify, draw, label, and use symbolic notation for special pairs of lines, line segments, and rays on a plane",http://frameworks.act.org/uri/0199e578-bc4c-11e8-b124-0242ac120003
019e0194-bc4c-11e8-9c44-0242ac120003,103,Locate a specific pair of perpendicular lines and line segments when provided symbolic notation naming them,http://frameworks.act.org/uri/019e0194-bc4c-11e8-9c44-0242ac120003
016e0822-bc4c-11e8-9c24-0242ac120003,103,"Illustrate and identify 0-line angle situations in everyday objects (e.g., turning of a doorknob, turning of a wheel)",http://frameworks.act.org/uri/016e0822-bc4c-11e8-9c24-0242ac120003
0221425c-bc4c-11e8-9cd7-0242ac120003,103,Understand that rounding a number means determining between which two multiples of a power of ten a number is nearest,http://frameworks.act.org/uri/0221425c-bc4c-11e8-9cd7-0242ac120003
015b24d2-bc4c-11e8-b56f-0242ac120003,103,"Understand that an area can be decomposed into parts, and those parts can be recomposed to make a new whole",http://frameworks.act.org/uri/015b24d2-bc4c-11e8-b56f-0242ac120003
0244f99a-bc4c-11e8-af58-0242ac120003,102,"Illustrate that if an amount is added to one addend and subtracted from another addend, the sum remains the same",http://frameworks.act.org/uri/0244f99a-bc4c-11e8-af58-0242ac120003
013cacd2-bc4c-11e8-8f95-0242ac120003,102,Understand that the dilation of a line segment is longer or shorter in the ratio given by the scale factor,http://frameworks.act.org/uri/013cacd2-bc4c-11e8-8f95-0242ac120003
0127b96c-bc4c-11e8-b90d-0242ac120003,102,Apply the principle for transitivity for mass by comparing two masses A and C by comparing them both to mass B,http://frameworks.act.org/uri/0127b96c-bc4c-11e8-b90d-0242ac120003
022b42a2-bc4c-11e8-ad95-0242ac120003,102,(MISCONCEPTION) Students fail to find the common denominator when adding or subtracting fractions with unlike denominators,http://frameworks.act.org/uri/022b42a2-bc4c-11e8-ad95-0242ac120003
018d1c3a-bc4c-11e8-897a-0242ac120003,102,Understand that two measures of the same object with identical units will result in the same measurement,http://frameworks.act.org/uri/018d1c3a-bc4c-11e8-897a-0242ac120003
0158633c-bc4c-11e8-a0eb-0242ac120003,102,Understand that area refers to the 2-dimensional space contained within the boundaries of a plane figure,http://frameworks.act.org/uri/0158633c-bc4c-11e8-a0eb-0242ac120003
0163ae22-bc4c-11e8-aa19-0242ac120003,102,Understand the relationship between the area formula for a rectangle A = l*w and the dimensions of a rectangle,http://frameworks.act.org/uri/0163ae22-bc4c-11e8-aa19-0242ac120003
02045b74-bc4c-11e8-acec-0242ac120003,102,Understand that the absolute value of a rational number refers to its distance from 0 on the number line,http://frameworks.act.org/uri/02045b74-bc4c-11e8-acec-0242ac120003
015ec79a-bc4c-11e8-ab0b-0242ac120003,102,Understand that when using area units for measurement the area units used to measure must be the same size,http://frameworks.act.org/uri/015ec79a-bc4c-11e8-ab0b-0242ac120003
0124939a-bc4c-11e8-b715-0242ac120003,102,"Understand that filling volume can be decomposed into parts, and those parts can be recomposed to make a whole",http://frameworks.act.org/uri/0124939a-bc4c-11e8-b715-0242ac120003
012cefd6-bc4c-11e8-bafa-0242ac120003,102,"Understand that packing volume can be decomposed into parts, and those parts can be recomposed to make a whole",http://frameworks.act.org/uri/012cefd6-bc4c-11e8-bafa-0242ac120003
02ba0dde-bc4c-11e8-a9b3-0242ac120003,102,"Understand that if two unequal quantities have a product of zero, one of the quantities is equal to zero",http://frameworks.act.org/uri/02ba0dde-bc4c-11e8-a9b3-0242ac120003
02405ff2-bc4c-11e8-9b08-0242ac120003,102,"Represent subtraction problems with physical and visual models, and verbal and written expressions/equations",http://frameworks.act.org/uri/02405ff2-bc4c-11e8-9b08-0242ac120003
02eed154-bc4c-11e8-8e00-0242ac120003,101,Compare two treatments using data from an experiment and determine if any differences are significant,http://frameworks.act.org/uri/02eed154-bc4c-11e8-8e00-0242ac120003
02f68138-bc4c-11e8-9a66-0242ac120003,101,Create a probability distribution for a random variable where theoretical probabilities can be calculated,http://frameworks.act.org/uri/02f68138-bc4c-11e8-9a66-0242ac120003
02d8ed12-bc4c-11e8-97f0-0242ac120003,101,Determine the magnitude and direction of the sum of two vectors given each vector's magnitude and direction,http://frameworks.act.org/uri/02d8ed12-bc4c-11e8-97f0-0242ac120003
0189957e-bc4c-11e8-a7e0-0242ac120003,101,"Understand that if the pieces of two paths are the same, then the lengths of the paths are the same",http://frameworks.act.org/uri/0189957e-bc4c-11e8-a7e0-0242ac120003
019cf8da-bc4c-11e8-87e2-0242ac120003,101,Understand that parallel lines (and line segments) are lines and (and line segments) that never intersect,http://frameworks.act.org/uri/019cf8da-bc4c-11e8-87e2-0242ac120003
012f7f1c-bc4c-11e8-be74-0242ac120003,101,"Measure packing volume by tiling a solid figure with representation of cubic cm, cubic in, and cubic feet",http://frameworks.act.org/uri/012f7f1c-bc4c-11e8-be74-0242ac120003
013d4da4-bc4c-11e8-9496-0242ac120003,101,Solve for the missing part of a triangle given a similar triangle and the measures of corresponding parts,http://frameworks.act.org/uri/013d4da4-bc4c-11e8-9496-0242ac120003
012d313a-bc4c-11e8-9495-0242ac120003,101,Compare the packing volumes of solid figures by visualizing the decomposition and matching of their parts,http://frameworks.act.org/uri/012d313a-bc4c-11e8-9495-0242ac120003
023fc060-bc4c-11e8-9d27-0242ac120003,101,"Represent addition problems with physical and visual models, and verbal and written expressions/equations",http://frameworks.act.org/uri/023fc060-bc4c-11e8-9d27-0242ac120003
0283943e-bc4c-11e8-a861-0242ac120003,101,"Understand that horizontal lines are those parallel to the x-axis on the standard (x, y) coordinate plane",http://frameworks.act.org/uri/0283943e-bc4c-11e8-a861-0242ac120003
021d5e30-bc4c-11e8-8783-0242ac120003,101,Understand the relationship between a digit's value in a given place and its value in a neighboring place,http://frameworks.act.org/uri/021d5e30-bc4c-11e8-8783-0242ac120003
01b8c484-bc4c-11e8-b6f7-0242ac120003,101,(MISCONCEPTION) Students deduct information about both the hour value and the minute value from a single source,http://frameworks.act.org/uri/01b8c484-bc4c-11e8-b6f7-0242ac120003
01b785b0-bc4c-11e8-a0a5-0242ac120003,101,(MISCONCEPTION) Students deduct information about both the hour value and the minute value from a single source,http://frameworks.act.org/uri/01b785b0-bc4c-11e8-a0a5-0242ac120003
023d50c8-bc4c-11e8-8dd2-0242ac120003,100,Take from with unknown result and take apart with unknown total or both unknown addends problems within 20,http://frameworks.act.org/uri/023d50c8-bc4c-11e8-8dd2-0242ac120003
023be4fe-bc4c-11e8-80ea-0242ac120003,100,Take from with unknown result and take apart with unknown total or both unknown addends problems within 10,http://frameworks.act.org/uri/023be4fe-bc4c-11e8-80ea-0242ac120003
0285c254-bc4c-11e8-b091-0242ac120003,100,Understand that odd numbers are those which cannot be partitioned evenly into two groups without a remainder,http://frameworks.act.org/uri/0285c254-bc4c-11e8-b091-0242ac120003
02f83abe-bc4c-11e8-b894-0242ac120003,100,Calculate probabilities by constructing and analyzing sample spaces and by using permutations and combinations,http://frameworks.act.org/uri/02f83abe-bc4c-11e8-b894-0242ac120003
019d6018-bc4c-11e8-b9fd-0242ac120003,100,Locate a specific pair of parallel lines and line segments when provided symbolic notation naming them,http://frameworks.act.org/uri/019d6018-bc4c-11e8-b9fd-0242ac120003
01feddde-bc4c-11e8-901a-0242ac120003,100,"Understand that a root is a term for the solution to an equation containing a power, notated with a radical sign",http://frameworks.act.org/uri/01feddde-bc4c-11e8-901a-0242ac120003
02b525ee-bc4c-11e8-a82c-0242ac120003,100,"Determine the degree of a polynomial and indicate the coefficients, constants, and number of terms in the polynomial",http://frameworks.act.org/uri/02b525ee-bc4c-11e8-a82c-0242ac120003
02916154-bc4c-11e8-b613-0242ac120003,100,Understand that multiplying a number by a fraction greater than 1 results in a product greater than the number,http://frameworks.act.org/uri/02916154-bc4c-11e8-b613-0242ac120003
01294386-bc4c-11e8-b2ba-0242ac120003,100,"Estimate, solve problems about, and measure weight, and interpret weight measures in pounds and ounces",http://frameworks.act.org/uri/01294386-bc4c-11e8-b2ba-0242ac120003
015f0660-bc4c-11e8-a206-0242ac120003,100,Understand that two measures of the same area with identical units will result in the same measurement,http://frameworks.act.org/uri/015f0660-bc4c-11e8-a206-0242ac120003
01867196-bc4c-11e8-b4a2-0242ac120003,100,Developing an understanding of plane figure length measurement and measuring length with various tools and units,http://frameworks.act.org/uri/01867196-bc4c-11e8-b4a2-0242ac120003
01928dbe-bc4c-11e8-b72d-0242ac120003,99,Demonstrate that the sum of one length and one width of a rectangle is equal to half of the perimeter,http://frameworks.act.org/uri/01928dbe-bc4c-11e8-b72d-0242ac120003
02347e1c-bc4c-11e8-8230-0242ac120003,99,Subtract from numbers no greater than 100 using a variety of mental and written algorithms with fluency,http://frameworks.act.org/uri/02347e1c-bc4c-11e8-8230-0242ac120003
0283749a-bc4c-11e8-ba80-0242ac120003,99,"Understand that vertical lines are those parallel to the y-axis on the standard (x, y) coordinate plane",http://frameworks.act.org/uri/0283749a-bc4c-11e8-ba80-0242ac120003
01c0a41a-bc4c-11e8-9294-0242ac120003,99,"Identify the ordinal positions first, second, third, and last using an ordered set of objects or events",http://frameworks.act.org/uri/01c0a41a-bc4c-11e8-9294-0242ac120003
01ac85c0-bc4c-11e8-a43b-0242ac120003,99,Understanding special relationships of right triangles and applications to mathematical and real-world problems,http://frameworks.act.org/uri/01ac85c0-bc4c-11e8-a43b-0242ac120003
02849762-bc4c-11e8-b725-0242ac120003,99,"Applying strategies and knowledge of number relationships to multiply and divide whole numbers, fractions, and decimals",http://frameworks.act.org/uri/02849762-bc4c-11e8-b725-0242ac120003
0285a058-bc4c-11e8-a443-0242ac120003,98,Understand that even numbers are those which can be partitioned evenly into two groups without a remainder,http://frameworks.act.org/uri/0285a058-bc4c-11e8-a443-0242ac120003
0127dbfe-bc4c-11e8-9062-0242ac120003,98,"Understand that a mass can be decomposed into parts, and those parts can be recomposed to make a whole",http://frameworks.act.org/uri/0127dbfe-bc4c-11e8-9062-0242ac120003
015ac3a2-bc4c-11e8-889d-0242ac120003,98,Understand that a third plane figure can be used to indirectly compare the area of two other plane figures,http://frameworks.act.org/uri/015ac3a2-bc4c-11e8-889d-0242ac120003
01970eb6-bc4c-11e8-a772-0242ac120003,98,Understand that a line segment refers to a two-dimensional object that is straight and connects two points,http://frameworks.act.org/uri/01970eb6-bc4c-11e8-a772-0242ac120003
0127fe40-bc4c-11e8-8d1a-0242ac120003,98,"Estimate, solve problems about, and measure mass, and interpret mass measures in kilograms and grams",http://frameworks.act.org/uri/0127fe40-bc4c-11e8-8d1a-0242ac120003
018972ba-bc4c-11e8-baf1-0242ac120003,98,"Understand that a length can be decomposed into parts, and those parts can be recomposed to make a whole",http://frameworks.act.org/uri/018972ba-bc4c-11e8-baf1-0242ac120003
022352a4-bc4c-11e8-95ec-0242ac120003,98,"Applying strategies and knowledge of number relationships to add and subtract whole numbers, fractions, and decimals",http://frameworks.act.org/uri/022352a4-bc4c-11e8-95ec-0242ac120003
016d0fc6-bc4c-11e8-acc3-0242ac120003,98,"Illustrate and identify 1-line angle situations in everyday objects (e.g., door, windshield wipers, ramps)",http://frameworks.act.org/uri/016d0fc6-bc4c-11e8-acc3-0242ac120003
029f0a98-bc4c-11e8-a215-0242ac120003,98,"Solve a multidigit multiplication problem using properties of multiplication, arrays, and/or area models",http://frameworks.act.org/uri/029f0a98-bc4c-11e8-a215-0242ac120003
01373978-bc4c-11e8-8fc9-0242ac120003,97,Solve problems about surface area of figures with rectangular and triangular bases by using a formula,http://frameworks.act.org/uri/01373978-bc4c-11e8-8fc9-0242ac120003
0165f24a-bc4c-11e8-ac64-0242ac120003,97,Distinguish between the terminology used to reference the dimensions of a parallelogram and a rectangle,http://frameworks.act.org/uri/0165f24a-bc4c-11e8-ac64-0242ac120003
01ac6126-bc4c-11e8-ae50-0242ac120003,97,"Using hand tools and/or software, construct a line parallel to a given line through a point not on the line",http://frameworks.act.org/uri/01ac6126-bc4c-11e8-ae50-0242ac120003
0243040a-bc4c-11e8-9a39-0242ac120003,97,Understand that the previous number in the number list is always one less than the following number,http://frameworks.act.org/uri/0243040a-bc4c-11e8-9a39-0242ac120003
024b9b10-bc4c-11e8-a275-0242ac120003,97,Understand the solution to an equation or inequality is the value that satisfies the equation or inequality,http://frameworks.act.org/uri/024b9b10-bc4c-11e8-a275-0242ac120003
02767c18-bc4c-11e8-bf91-0242ac120003,97,Understand that a function is a relation from inputs to possible outputs with a 1 to 1 correspondence,http://frameworks.act.org/uri/02767c18-bc4c-11e8-bf91-0242ac120003
02024f00-bc4c-11e8-b9cf-0242ac120003,97,Understand that the absolute value of an integer refers to its distance from 0 on the number line,http://frameworks.act.org/uri/02024f00-bc4c-11e8-b9cf-0242ac120003
013dae3e-bc4c-11e8-b501-0242ac120003,97,Use similarity criteria for triangles to solve problems and to prove relationships in geometric figures,http://frameworks.act.org/uri/013dae3e-bc4c-11e8-b501-0242ac120003
02dc88fa-bc4c-11e8-a672-0242ac120003,96,Understand that the best fit of a line minimizes the vertical distance from the points to the line,http://frameworks.act.org/uri/02dc88fa-bc4c-11e8-a672-0242ac120003
01ebcb7c-bc4c-11e8-bed0-0242ac120003,96,Understand that n indicated parts of an interval equipartitioned into n parts is equivalent to 1 whole,http://frameworks.act.org/uri/01ebcb7c-bc4c-11e8-bed0-0242ac120003
02f6a0e6-bc4c-11e8-a5d3-0242ac120003,96,Create a probability distribution for a random variable where probabilities are assigned empirically,http://frameworks.act.org/uri/02f6a0e6-bc4c-11e8-a5d3-0242ac120003
02b19c08-bc4c-11e8-8b22-0242ac120003,96,"Generate equivalent expressions for, and simplify, expressions with positive integer exponents",http://frameworks.act.org/uri/02b19c08-bc4c-11e8-8b22-0242ac120003
0207b9c2-bc4c-11e8-8c35-0242ac120003,96,Determine the components of a vector from the coordinates of an initial point and a terminal point,http://frameworks.act.org/uri/0207b9c2-bc4c-11e8-8c35-0242ac120003
023e9726-bc4c-11e8-bf07-0242ac120003,96,"Using physical, visual, verbal, and written models to represent simple addition and subtraction situations",http://frameworks.act.org/uri/023e9726-bc4c-11e8-bf07-0242ac120003
01996530-bc4c-11e8-83ee-0242ac120003,96,Use symbolic notation to refer to a line segment and the points through which a line segments passes,http://frameworks.act.org/uri/01996530-bc4c-11e8-83ee-0242ac120003
02e301d0-bc4c-11e8-a159-0242ac120003,96,"Interpret center, spread, and shape of a distribution in context, including the effect of outliers",http://frameworks.act.org/uri/02e301d0-bc4c-11e8-a159-0242ac120003
0177d172-bc4c-11e8-9d4d-0242ac120003,95,Describe algebraically and verbally the relationship between the circumference and area of a circle,http://frameworks.act.org/uri/0177d172-bc4c-11e8-9d4d-0242ac120003
02eff142-bc4c-11e8-a540-0242ac120003,95,Understand that statistics is a process for making predictions about a population based on a sample,http://frameworks.act.org/uri/02eff142-bc4c-11e8-a540-0242ac120003
02769c02-bc4c-11e8-ab51-0242ac120003,95,Understand that a relation between two sets is a set of ordered pairs containing one object from each set,http://frameworks.act.org/uri/02769c02-bc4c-11e8-ab51-0242ac120003
01dd9f16-bc4c-11e8-a9ee-0242ac120003,95,Understand that a leading zero is used to represent decimal numbers that do not have a whole number value,http://frameworks.act.org/uri/01dd9f16-bc4c-11e8-a9ee-0242ac120003
01163e58-bc4c-11e8-a12f-0242ac120003,95,"Informally define 3-D figures (e.g., 3-D shapes take up space and you can hold them in your hand)",http://frameworks.act.org/uri/01163e58-bc4c-11e8-a12f-0242ac120003
018cfcdc-bc4c-11e8-9a64-0242ac120003,95,"Understand that fewer larger units are needed to measure an object, and more smaller units are needed",http://frameworks.act.org/uri/018cfcdc-bc4c-11e8-9a64-0242ac120003
0254238e-bc4c-11e8-9c22-0242ac120003,95,Generate examples of linear equations and inequalities in one variable with infinitely many solutions,http://frameworks.act.org/uri/0254238e-bc4c-11e8-9c22-0242ac120003
02479c72-bc4c-11e8-b263-0242ac120003,95,(STRATEGY) Calculate a computational estimate by rounding up some operands and rounding down others,http://frameworks.act.org/uri/02479c72-bc4c-11e8-b263-0242ac120003
02462b94-bc4c-11e8-a573-0242ac120003,95,Understand the principles of computational estimation and use rounding techniques when estimating,http://frameworks.act.org/uri/02462b94-bc4c-11e8-a573-0242ac120003
01365fa8-bc4c-11e8-bcf1-0242ac120003,94,"Understand that turning, flipping, and rotating the net of a solid figure does not change its surface area",http://frameworks.act.org/uri/01365fa8-bc4c-11e8-bcf1-0242ac120003
02a66e3c-bc4c-11e8-b7db-0242ac120003,94,"Processing the text of, representing, and solving multistep word problems involving the 4 operations",http://frameworks.act.org/uri/02a66e3c-bc4c-11e8-b7db-0242ac120003
0281b506-bc4c-11e8-824b-0242ac120003,94,Understand that a linear equation is one which describes a function with a constant rate of change,http://frameworks.act.org/uri/0281b506-bc4c-11e8-824b-0242ac120003
014aacb0-bc4c-11e8-9b28-0242ac120003,94,"Informally compare and contrast 2-D shapes, taking parts, sides, and vertices into consideration",http://frameworks.act.org/uri/014aacb0-bc4c-11e8-9b28-0242ac120003
018cdbd0-bc4c-11e8-b94f-0242ac120003,94,Understand that when using units for measurement the units used to measure must be the same size,http://frameworks.act.org/uri/018cdbd0-bc4c-11e8-b94f-0242ac120003
02b4590c-bc4c-11e8-9c24-0242ac120003,94,"Solving polynomial equations and understanding how solutions, zeros, factors, and intercepts are related",http://frameworks.act.org/uri/02b4590c-bc4c-11e8-9c24-0242ac120003
0221c574-bc4c-11e8-8c75-0242ac120003,94,"Provide rationale for rounding to a specific place value and round whole numbers up to 1,000,000",http://frameworks.act.org/uri/0221c574-bc4c-11e8-8c75-0242ac120003
